Broad subject;Category / Contentious sector;(Sub-Category);Category Conceptual Definition;Sub-Category Conceptual Definition;Key NLP words targets;Key interests / key lobbies;;;;
Climate & Biodiversity;ECONOMIC AND FINANCIAL SYSTEMS;Reform and elimination of environmentally harmful subsidies;A governance sector structured by SDG 17, serving as the regulatory framework for the EU Taxonomy and identified as a lever for systemic transformation (D10) by IPBES,,.;Phasing out or reforming economic incentives, such as fossil fuel or agricultural subsidies, that favor unsustainable production and promote environmental degradation,,.;"""harmful subsidies elimination"", ""perverse economic incentives"", ""fossil fuel subsidies"", ""fishery overcapacity subsidies"", ""market distortions removal"", ""unsustainable practice incentives"", ""agricultural export subsidies"", ""Doha Development Round"", ""World Trade Organization fisheries negotiation"", ""OECD agricultural support"", ""Common Fisheries Policy"", ""Convention on Biological Diversity Target 3"", ""vested interests opposition"", ""regressive distributional impacts"", ""political opposition barriers"", ""hidden environmental costs"", ""consumer price volatility""";Finance ministries, industrial lobbies, agricultural unions, and international organizations,.;;;;
Climate & Biodiversity;ECONOMIC AND FINANCIAL SYSTEMS;Carbon pricing and economic instruments;A governance sector structured by SDG 17, serving as the regulatory framework for the EU Taxonomy and identified as a lever for systemic transformation (D10) by IPBES,,.;Use of regulatory and economic instruments, including carbon taxes and emissions trading, to incentivize low-cost emissions reduction and support deep decarbonization.;"""carbon pricing instruments"", ""emissions trading systems"", ""internalizing environmental externalities"", ""polluter pays principle"", ""carbon tax implementation"", ""regulatory economic instruments"", ""cap-and-trade programmes"", ""EU Emissions Trading System"", ""UNFCCC mitigation actions"", ""Greenhouse Gas inventories"", ""IPCC mitigation pathways"", ""International Monetary Fund"", ""carbon leakage risk"", ""industrial competitiveness loss"", ""carbon-intensive lock-in"", ""mitigation cost-effectiveness debate"", ""socially unjust taxation""";Central banks, environmental regulators, heavy emitters, and carbon market participants,.;;;;
Climate & Biodiversity;ECONOMIC AND FINANCIAL SYSTEMS;Corporate sustainability reporting and KPIs;A governance sector structured by SDG 17, serving as the regulatory framework for the EU Taxonomy and identified as a lever for systemic transformation (D10) by IPBES,,.;Mandatory or voluntary publication of key performance indicators (KPIs) by undertakings to disclose the proportion of their activities associated with environmentally sustainable economic activities,,.;"""non-financial statement disclosure"", ""sustainability reporting cycle"", ""alignment with screening criteria"", ""turnover CapEx OpEx ratios"", ""sustainability key performance indicators"", ""sustainability disclosure requirements"", ""impact assessment reporting"", ""Sustainable Finance Disclosure Regulation"", ""Non-Financial Reporting Directive"", ""EU Eco-management and Audit Scheme"", ""Global Reporting Initiative"", ""Task Force on Climate-related Financial Disclosures"", ""non-financial reporting greenwashing"", ""data availability constraints"", ""corporate accountability gap"", ""proprietary information restrictions"", ""audit verification burden""";Large corporations, financial market participants, audit firms, and competent national authorities,.;;;;
Climate & Biodiversity;ECONOMIC AND FINANCIAL SYSTEMS;International climate finance and the $100 billion goal;A governance sector structured by SDG 17, serving as the regulatory framework for the EU Taxonomy and identified as a lever for systemic transformation (D10) by IPBES,,.;Mobilization of financial resources from developed to developing countries to address the needs of climate change mitigation and adaptation,,.;"""international climate finance"", ""climate finance flows"", ""concessional financial assistance"", ""mobilizing private finance"", ""adaptation funding gap"", ""mitigation action transparency"", ""official development assistance flows"", ""Green Climate Fund"", ""UNFCCC financial mechanism"", ""Addis Ababa Action Agenda"", ""Global Environment Facility"", ""Doha Declaration on Financing for Development"", ""unfulfilled $100 billion goal"", ""debt sustainability distress"", ""asymmetric finance access"", ""donor pledge breach"", ""climate justice inequities""";Donor agencies, developing country governments, global climate funds, and international financial institutions,.;;;;
Climate & Biodiversity;ECONOMIC AND FINANCIAL SYSTEMS;Structural economic transformation and beyond-GDP metrics;A governance sector structured by SDG 17, serving as the regulatory framework for the EU Taxonomy and identified as a lever for systemic transformation (D10) by IPBES,,.;Shifting from current limited paradigms of economic growth toward holistic, long-term models that incorporate inequality reduction and internalize environmental impacts,.;"""structural economic transformation"", ""beyond GDP indicators"", ""inclusive wealth accounting"", ""natural capital accounting"", ""system-wide fundamental reorganization"", ""holistic long-term economics"", ""decoupling economic growth"", ""UN Statistical Commission"", ""IPBES Global Assessment"", ""SDG Target 17.19"", ""Rio Declaration on Environment and Development"", ""Platform on Biodiversity and Ecosystem Services"", ""economic growth paradigm"", ""ever-increasing material consumption"", ""status quo vested interests"", ""global inequality reduction"", ""planetary boundaries breach""";Economic researchers, policy-makers, civil society organizations, and international governance bodies,.;;;;
Climate & Biodiversity;SUSTAINABLE TOURISM;Carbon footprint of tourism-related travel;Explicitly mentioned as an economic sector dependent on biodiversity in SDG 8.9 and IPBES, while being analyzed by the IPCC for its high exposure to climate-related damages,,.;Management of the total greenhouse gas emissions resulting from the rapid growth of tourism-related transportation, particularly airborne and seaborne travel.;"""tourism carbon footprint"", ""travel-related emissions"", ""airborne travel emissions"", ""seaborne travel pollution"", ""long-distance transportation emissions"", ""tourism greenhouse gas intensity"", ""passenger-kilometer carbon footprint"", ""UNWTO"", ""International Civil Aviation Organization"", ""CORSIA"", ""International Maritime Organization"", ""SDG Target 13.2"", ""flight shaming"", ""overtourism emissions"", ""tourism carbon leakage"", ""unabated travel growth"", ""tourism energy intensity""";Airline industry, cruise lines, travel agencies, and international transport regulators.;;;;
Climate & Biodiversity;SUSTAINABLE TOURISM;Sustainable tourism policies and local products;Explicitly mentioned as an economic sector dependent on biodiversity in SDG 8.9 and IPBES, while being analyzed by the IPCC for its high exposure to climate-related damages,,.;Development and implementation of policies to promote tourism that creates jobs, promotes local culture, and uses biodiversity-friendly management,,.;"""sustainable tourism management"", ""local product promotion"", ""biodiversity-friendly tourism"", ""ecotourism scale"", ""job-creating tourism"", ""cultural heritage protection"", ""tourism monitoring tools"", ""Global Sustainable Tourism Council"", ""UNESCO World Heritage Convention"", ""SDG Target 8.9"", ""SDG Target 12.b"", ""10-Year Framework of Programmes"", ""ecotourism greenwashing"", ""cultural commodification"", ""tourism-driven displacement"", ""livelihood vs conservation"", ""tourism economic vulnerability""";Local communities, indigenous peoples, tourism boards, and small-scale entrepreneurs,.;;;;
Climate & Biodiversity;SUSTAINABLE TOURISM;Invasive alien species introduction via tourism;Explicitly mentioned as an economic sector dependent on biodiversity in SDG 8.9 and IPBES, while being analyzed by the IPCC for its high exposure to climate-related damages,,.;Management of the increased presence and spread of invasive alien species resulting from high-volume seaborne and airborne transportation for tourism.;"""invasive alien species"", ""introduction pathways"", ""seaborne species introduction"", ""airborne travel vectors"", ""pathway management"", ""biosecurity risk"", ""alien species presence"", ""Convention on Biological Diversity"", ""IPBES Global Assessment"", ""IUCN Invasive Species Specialist Group"", ""International Plant Protection Convention"", ""SDG Target 15.8"", ""invasive species hitchhiking"", ""global connectivity risks"", ""biosecurity enforcement gaps"", ""unintended species spread"", ""native species threat""";Biosecurity agencies, port authorities, airline operators, and environmental NGOs.;;;;
Biodiversity;WATER MANAGEMENT AND SANITATION;Universal access to safe and affordable drinking water;A central sector of SDG 6, defined as a major environmental objective in Article 12 of the EU Taxonomy and a key domain for restorative management for IPBES,,.;Ensuring equitable access to safe and affordable drinking water for all, including the protection of water sources from contamination to safeguard human health.;"""safe drinking water"", ""affordable drinking water"", ""potable water access"", ""point-of-use treatment"", ""drinking water affordability"", ""piped water supply"", ""water source protection"", ""SDG Target 6.1"", ""WHO Guidelines for Drinking-water Quality"", ""UN-Water"", ""WaterAid"", ""Safe Water Network"", ""water privatization"", ""water affordability crisis"", ""bottled water lobby"", ""inequitable water access"", ""tap water contamination""";Public water utilities, municipal governments, health organizations, and rural communities.;;;;
Biodiversity;WATER MANAGEMENT AND SANITATION;Sanitation, hygiene, and ending open defecation;A central sector of SDG 6, defined as a major environmental objective in Article 12 of the EU Taxonomy and a key domain for restorative management for IPBES,,.;Achieving access to adequate and equitable sanitation and hygiene for all, with a specific focus on the needs of women, girls, and those in vulnerable situations.;"""open defecation"", ""sanitation facilities"", ""hygiene services"", ""menstrual hygiene management"", ""fecal sludge management"", ""basic sanitation services"", ""sanitation infrastructure"", ""SDG Target 6.2"", ""UNICEF WASH"", ""WHO/UNICEF Joint Monitoring Programme"", ""Global Sanitation Graduate School"", ""World Toilet Day"", ""sanitation gap"", ""urban slum neglect"", ""manual scavenging"", ""sewage discharge"", ""sanitation crisis""";Sanitation service providers, NGOs specializing in hygiene, local health departments, and urban planners.;;;;
Biodiversity;WATER MANAGEMENT AND SANITATION;Wastewater treatment and pollutant discharge management;A central sector of SDG 6, defined as a major environmental objective in Article 12 of the EU Taxonomy and a key domain for restorative management for IPBES,,.;Management of urban and industrial wastewater discharges, including the removal of pharmaceuticals and microplastics, to prevent deterioration of water bodies and aquatic ecosystems.;"""wastewater treatment"", ""urban wastewater"", ""industrial wastewater"", ""pollutant discharge"", ""microplastics removal"", ""pharmaceutical contaminants"", ""effluent standards"", ""Urban Waste Water Treatment Directive"", ""Minamata Convention"", ""Stockholm Convention"", ""REACH regulation"", ""Basel Convention"", ""untreated sewage"", ""emerging contaminants"", ""toxic dumping scandal"", ""regulatory non-compliance"", ""heavy metal contamination""";Industrial manufacturers, municipal wastewater plants, environmental regulators, and chemical companies.;;;;
Biodiversity;WATER MANAGEMENT AND SANITATION;Water-use efficiency and scarcity management;A central sector of SDG 6, defined as a major environmental objective in Article 12 of the EU Taxonomy and a key domain for restorative management for IPBES,,.;Implementation of measures to increase water-use efficiency across all sectors to address water scarcity and ensure sustainable withdrawals of freshwater.;"""desalination"", ""water-use efficiency"", ""sustainable freshwater withdrawals"", ""water scarcity management"", ""aquifer recharge"", ""groundwater abstraction"", ""conjunctive water use"", ""SDG Target 6.4"", ""UN-Water"", ""Global Water Partnership"", ""International Commission on Irrigation and Drainage"", ""International Water Management Institute"", ""groundwater over-abstraction"", ""water-rights conflict"", ""scarcity pricing"", ""desalination environmental impact"", ""allocation inequity""";Agricultural irrigation sectors, heavy industries, water management authorities, and civil society.;;;;
Biodiversity;WATER MANAGEMENT AND SANITATION;Integrated Water Resources Management (IWRM) and transboundary cooperation;A central sector of SDG 6, defined as a major environmental objective in Article 12 of the EU Taxonomy and a key domain for restorative management for IPBES,,.;Coordination of water, land, and related resources management at all levels, including across international borders, to maximize economic and social welfare without compromising ecosystem sustainability.;"""integrated water resources management"", ""transboundary water cooperation"", ""catchment management"", ""river basin planning"", ""hydrological cycle analysis"", ""basin governance"", ""transboundary aquifers"", ""UN Water Convention"", ""Doha Declaration on Financing for Development"", ""International River Basin Organizations"", ""SDG Target 6.5"", ""Helsinki Convention"", ""upstream-downstream conflicts"", ""dam diplomacy"", ""water sovereignty"", ""treaty breach"", ""transboundary water tension""";National governments, international river basin organizations, transboundary water agencies, and regional planners.;;;;
Biodiversity;WASTE MANAGEMENT AND CIRCULAR ECONOMY;Waste prevention, reduction, and source separation;Defined as a global economic system in Article 13 of the EU Taxonomy and structured by SDG 12 (Sustainable consumption and production),. IPBES emphasizes its critical importance for reducing pollution pressures on ecosystems.;Implementation of strategies to substantially reduce waste generation through prevention, reduction, and the systematic separation of waste at source.;"""waste generation reduction"", ""packaging waste prevention"", ""systematic source separation"", ""material flow management"", ""household waste reduction"", ""unsustainable consumption patterns"", ""avoided waste production"", ""Waste Framework Directive"", ""SDG Target 12.5"", ""Circular Economy Action Plan"", ""Ecodesign Directive"", ""UN 10-Year Framework of Programmes"", ""overconsumption habits"", ""retailer accountability gap"", ""packaging greenwashing"", ""disposable product lifestyle"", ""regulatory compliance burden""";Product designers, retail sectors, municipal waste authorities, and consumer advocacy groups.;;;;
Biodiversity;WASTE MANAGEMENT AND CIRCULAR ECONOMY;Recycling and use of secondary raw materials;Defined as a global economic system in Article 13 of the EU Taxonomy and structured by SDG 12 (Sustainable consumption and production),. IPBES emphasizes its critical importance for reducing pollution pressures on ecosystems.;Enhancing the quality and volume of recycling to reintroduce secondary raw materials into production cycles, thereby reducing reliance on virgin resource extraction.;"""secondary raw materials"", ""high-quality recycling"", ""material recovery efficiency"", ""waste-to-resource transition"", ""post-consumer recycling"", ""industrial symbiosis recycling"", ""circular production cycles"", ""Circular Economy Action Plan"", ""WEEE Directive"", ""EU Ecolabel Regulation"", ""Waste Framework Directive"", ""REACH regulation"", ""downcycling issues"", ""recycling toxicity risks"", ""waste export scandal"", ""unprofitable recycling markets"", ""recycled content claims""";Recycling industry, manufacturing companies using recycled content, material scientists, and waste collectors.;;;;
Biodiversity;WASTE MANAGEMENT AND CIRCULAR ECONOMY;Hazardous waste and chemical management;Defined as a global economic system in Article 13 of the EU Taxonomy and structured by SDG 12 (Sustainable consumption and production),. IPBES emphasizes its critical importance for reducing pollution pressures on ecosystems.;Environmentally sound management of chemicals and all hazardous wastes throughout their life cycle to minimize adverse impacts on human health and the environment.;"""hazardous waste management"", ""toxic waste disposal"", ""chemical lifecycle safety"", ""persistent organic pollutants"", ""hazardous substances substitution"", ""remediation of contaminated sites"", ""industrial pollutant discharge"", ""Stockholm Convention"", ""Minamata Convention"", ""REACH regulation"", ""Basel Convention"", ""Rotterdam Convention"", ""toxic dumping scandal"", ""illegal waste trade"", ""cancer cluster fears"", ""chemical lobby influence"", ""legacy pollution liability""";Chemical industry, hazardous waste disposal firms, environmental health agencies, and laboratory services.;;;;
Biodiversity;WASTE MANAGEMENT AND CIRCULAR ECONOMY;Product durability, reparability, and circular design;Defined as a global economic system in Article 13 of the EU Taxonomy and structured by SDG 12 (Sustainable consumption and production),. IPBES emphasizes its critical importance for reducing pollution pressures on ecosystems.;"Designing and manufacturing products to increase their durability, reparability, and reusability, including ""product-as-a-service"" models to prolong material value.";"""product durability standards"", ""reparability index"", ""circular design principles"", ""product-as-a-service"", ""design for disassembly"", ""upgradability and reusability"", ""construction material reuse"", ""Ecodesign Directive"", ""Ellen MacArthur Foundation"", ""Cradle to Cradle certification"", ""Energy Performance of Buildings Directive"", ""EU Building Stock Observatory"", ""planned obsolescence"", ""repair barriers"", ""disposable culture"", ""circularity greenwashing"", ""high up-front costs""";Product manufacturers, repair networks, consumer rights organizations, and circular design consultants.;;;;
Biodiversity;WASTE MANAGEMENT AND CIRCULAR ECONOMY;Municipal waste management and per capita environmental impact;Defined as a global economic system in Article 13 of the EU Taxonomy and structured by SDG 12 (Sustainable consumption and production),. IPBES emphasizes its critical importance for reducing pollution pressures on ecosystems.;Strategies to reduce the adverse per capita environmental impact of cities through efficient municipal waste systems and air quality monitoring [45, 11.6].;"""municipal waste systems"", ""urban waste collection"", ""per capita waste impact"", ""integrated solid waste management"", ""urban air quality monitoring"", ""city-level waste infrastructure"", ""ambient air pollution"", ""SDG Target 11.6"", ""C40 Cities"", ""UN-Habitat Urban Waste"", ""WHO Air Quality Guidelines"", ""Local Governments for Sustainability"", ""incineration vs recycling"", ""landfill capacity crisis"", ""urban pollution hotspots"", ""inequitable waste collection"", ""waste-to-energy controversy""";Municipalities, waste management companies, urban residents, and air quality monitoring agencies.;;;;
Biodiversity;FISHERIES AND AQUACULTURE;Sustainable wild capture fisheries management;A dominant activity of SDG 14 (Life below water) and identified by IPBES as the primary direct driver of impact on marine ecosystems,,.;Implementing science-based management plans and harvest regulations to maintain or restore fish stocks to levels that produce maximum sustainable yield.;"""maximum sustainable yield"", ""fish stock restoration"", ""ecosystem-based fisheries management"", ""harvesting regulations"", ""overfishing prevention"", ""marine ecosystem health"", ""rebuilding depleted stocks"", ""FAO Code of Conduct for Responsible Fisheries"", ""Regional Fisheries Management Organizations"", ""UNCLOS"", ""Common Fisheries Policy"", ""SDG 14.4"", ""fishing quotas"", ""industrial overexploitation"", ""catch limit disputes"", ""commercial fishing lobby"", ""seabed trawling impact""";Commercial fishing fleets, regional fisheries management organizations (RFMOs), marine scientists, and seafood processors.;;;;
Biodiversity;FISHERIES AND AQUACULTURE;Marine pollution and plastic debris reduction;A dominant activity of SDG 14 (Life below water) and identified by IPBES as the primary direct driver of impact on marine ecosystems,,.;Prevention and significant reduction of all types of marine pollution, particularly from land-based activities, including marine debris, plastics, and nutrient pollution.;"""marine plastic pollution"", ""marine debris"", ""macroplastic management"", ""nutrient pollution"", ""land-based pollution"", ""ghost nets"", ""derelict gear removal"", ""EU Marine Strategy Framework Directive"", ""MARPOL Convention"", ""Stockholm Convention"", ""SDG 14.1"", ""Basel Convention"", ""ocean plastic crisis"", ""microplastic ingestion"", ""single-use plastic bans"", ""toxic dumping scandal"", ""industry plastic accountability""";Coastal municipalities, plastics industry, NGOs fighting ocean plastic, and waste management sectors.;;;;
Biodiversity;FISHERIES AND AQUACULTURE;Illegal, Unreported, and Unregulated (IUU) fishing;A dominant activity of SDG 14 (Life below water) and identified by IPBES as the primary direct driver of impact on marine ecosystems,,.;Monitoring, deterrent, and elimination of fishing activities that operate outside of international and national legal frameworks, undermining sustainability efforts.;"""IUU fishing"", ""unreported catch"", ""destructive fishing practices"", ""vessel tracking"", ""seafood traceability"", ""maritime enforcement"", ""illegal trawling"", ""Agreement on Port State Measures"", ""INTERPOL Environmental Crime"", ""WTO fisheries subsidies negotiation"", ""FAO IUU Guidelines"", ""Global Record of Fishing Vessels"", ""fish pirates"", ""flags of convenience"", ""stolen fish"", ""maritime enforcement gap"", ""untraceable seafood supply""";Coast guards, maritime law enforcement, international monitoring agencies, and law-abiding fishing associations.;;;;
Biodiversity;FISHERIES AND AQUACULTURE;Sustainable aquaculture development and environmental footprint;A dominant activity of SDG 14 (Life below water) and identified by IPBES as the primary direct driver of impact on marine ecosystems,,.;Expansion of sustainable aquaculture that provides economic benefits while minimizing impacts on wild biodiversity, water quality, and coastal ecosystems.;"""sustainable aquaculture"", ""shellfish aquaculture"", ""aquaculture environmental footprint"", ""coastal aquaculture development"", ""aquaculture certification"", ""aquatic ecosystem status"", ""fish farming impact"", ""Aquaculture Stewardship Council"", ""Global Aquaculture Alliance"", ""FAO Aquaculture Guidelines"", ""EU Common Fisheries Policy"", ""SDG 14.7"", ""escaped farmed fish"", ""antibiotic overuse in aquaculture"", ""mangrove destruction"", ""water eutrophication"", ""aquaculture nutrient runoff""";Aquaculture producers, feed manufacturers, marine environmentalists, and coastal communities.;;;;
Biodiversity;FISHERIES AND AQUACULTURE;Small-scale and artisanal fisheries;A dominant activity of SDG 14 (Life below water) and identified by IPBES as the primary direct driver of impact on marine ecosystems,,.;Providing access for small-scale artisanal fishers to marine resources and markets while protecting their traditional livelihoods and managing local resources.;"""small-scale fisheries"", ""artisanal fishers"", ""marine resource access"", ""traditional fishing livelihoods"", ""community-based fisheries management"", ""indigenous fishing rights"", ""subsistence fishing"", ""FAO Voluntary Guidelines for Small-Scale Fisheries"", ""SDG 14.b"", ""IPBES Indigenous Knowledge Task Force"", ""Via Campesina"", ""Local Coastal Committees"", ""industrial-vs-artisanal conflict"", ""access rights displacement"", ""artisanal marginalization"", ""large-scale trawling encroachment"", ""traditional knowledge exclusion""";Small-scale fisher associations, local coastal communities, indigenous fishers, and development NGOs.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Terrestrial and inland freshwater habitat conservation;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Ensuring the conservation, protection, and sustainable use of terrestrial and inland freshwater ecosystems, including forests, wetlands, mountains, and drylands.;"""terrestrial ecosystem protection"", ""inland freshwater conservation"", ""favourable conservation status"", ""habitat connectivity"", ""protected areas network"", ""nature reserves"", ""biodiversity hotspots"", ""IUCN Green List"", ""World Database on Protected Areas"", ""Convention on Biological Diversity"", ""SDG Target 15.1"", ""Natura 2000"", ""protected area encroachment"", ""land tenure insecurity"", ""conservation-vs-development"", ""land-use change pressure"", ""funding gaps for parks""";National park agencies, conservation NGOs, land-use planners, and environmental ministries.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Ecological restoration and rewilding;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Taking urgent action for the restoration of degraded ecosystems to improve their condition, enhance their resilience, and recover ecosystem services.;"""ecological restoration"", ""restoring degraded land"", ""assisted natural regeneration"", ""native species replanting"", ""landscape rewilding"", ""nature recovery"", ""ecosystem resilience enhancement"", ""UN Decade on Ecosystem Restoration"", ""Bonn Challenge"", ""Global Partnership on Forest and Landscape Restoration"", ""Trillion Trees Initiative"", ""New York Declaration on Forests"", ""monoculture plantation risk"", ""land competition for food"", ""restoration effectiveness"", ""restoration costs"", ""natural-vs-managed""";Restoration practitioners, ecologists, landscape architects, and community restoration groups.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Invasive alien species prevention and management;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Prevention of the introduction and management of established invasive alien species to reduce their impact on land and water ecosystems.;"""invasive alien species"", ""pathway management"", ""species introduction"", ""priority species eradication"", ""biosecurity risks"", ""alien species presence"", ""introduction vectors"", ""IUCN Invasive Species Specialist Group"", ""International Plant Protection Convention"", ""Global Invasive Species Database"", ""SDG Target 15.8"", ""Batrachochytrium dendrobatidis"", ""unintended consequences"", ""trade-vs-biosecurity"", ""invasive spread"", ""global connectivity risks"", ""native species threat""";Biosecurity agencies, environmental regulators, wildlife management groups, and international trade bodies.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Management of genetic resources and benefit sharing;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Promoting fair and equitable sharing of benefits arising from the utilization of genetic resources and ensuring appropriate access to these resources.;"""genetic resources"", ""benefit sharing"", ""equitable access"", ""genetic diversity maintenance"", ""wild relatives"", ""traditional knowledge rights"", ""plant gene banks"", ""Nagoya Protocol"", ""CGIAR"", ""Rome Declaration on Nutrition"", ""SDG 15.6"", ""Intergovernmental Oceanographic Commission"", ""biopiracy"", ""intellectual property barriers"", ""fair compensation"", ""traditional knowledge exclusion"", ""access barriers""";Pharmaceutical and biotech companies, indigenous peoples, genetic researchers, and international oversight bodies.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Poaching and illegal wildlife trafficking;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Taking urgent action to end poaching and trafficking of protected species of flora and fauna and addressing the demand and supply of illegal wildlife products.;"""poaching"", ""wildlife trafficking"", ""illegal wildlife trade"", ""protected species"", ""illegal wildlife products"", ""trafficking supply chains"", ""wildlife crime"", ""CITES"", ""INTERPOL Environmental Crime"", ""EU Action Plan against Wildlife Trafficking"", ""SDG Target 15.7"", ""United Nations Convention against Transnational Organized Crime"", ""ivory trade"", ""corrupt enforcement"", ""livelihood-vs-poaching"", ""illegal logging syndicates"", ""organized crime mining""";Law enforcement agencies, CITES authorities, wildlife NGOs, and criminal justice systems.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Land degradation neutrality and soil biodiversity;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Efforts to combat desertification and restore degraded land and soil to achieve a land degradation-neutral world and protect soil biodiversity.;"""land degradation neutrality"", ""soil biodiversity"", ""desertification"", ""soil restoration"", ""remediation of contaminated sites"", ""soil organic carbon"", ""fertile land"", ""United Nations Convention to Combat Desertification"", ""Global Soil Partnership"", ""SDG Target 15.3"", ""ISO 14001"", ""Rio Declaration on Environment and Development"", ""land grabbing"", ""soil depletion"", ""chemical fertilizer impact"", ""unsustainable farming"", ""measuring soil carbon""";Farmers, land management agencies, soil scientists, and agricultural ministries.;;;;
Biodiversity;ECOSYSTEMS AND CONSERVATION;Blue carbon and coastal ecosystem management;While primarily the recipient of impacts, these environments are structured as active management sectors in SDGs 14 and 15, the sixth objective of the EU Taxonomy, and the global IPBES architecture,,,.;Targeted management and protection of high-carbon coastal ecosystems, such as mangroves and seagrasses, for carbon sequestration and biodiversity co-benefits.;"""blue carbon"", ""coastal ecosystems"", ""carbon sequestration"", ""mangrove forest protection"", ""seagrass meadows"", ""salt marshes"", ""high-carbon stocks"", ""Blue Carbon Initiative"", ""Ramsar Convention"", ""SROCC report"", ""SDG Target 14.2"", ""Global Peatlands Initiative"", ""coastal development pressure"", ""carbon credit leakage"", ""rising sea levels"", ""aquaculture conversion impacts"", ""measuring blue carbon""";Coastal management authorities, blue carbon investors, conservation NGOs, and local coastal residents.;;;;